date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2010-02-04,13.55125617980957,32.86933135986328,26.07999992370605,72.12999725341797,1063.1099853515625,3.62,13.06,-0.0613438061442089,-0.0418905816365806,-0.0512101217460994,0.0366512757920291,-0.0316358560498069,-0.1099999999999998,0.03701561481176172,0
2010-02-05,13.601689338684082,32.875389099121094,26.11000061035156,69.58999633789062,1066.18994140625,3.59,13.11,0.0037147510818417,0.0001842806306776,-0.0358491822046778,0.0038211739273234,0.0028929303608266,-0.0300000000000002,0.004745327078843018,0
2010-02-08,13.270293235778809,32.57233047485352,26.51000022888184,70.11000061035156,1056.739990234375,3.62,13.6,-0.024666055360338,-0.0092611566093984,0.0074446196918216,0.0366944949663978,-0.0089028031003741,0.0300000000000002,0.036952027130842426,0
2010-02-09,13.65931797027588,33.25724411010742,26.0,72.12999725341797,1070.52001953125,3.67,13.41,0.0288939781793948,0.0208094418120396,0.0284045625128562,-0.0140690954484191,0.0129558417735863,0.0499999999999998,-0.012355922125646334,0
2010-02-10,13.34953784942627,33.117828369140625,25.39999961853028,72.54000091552734,1068.1300048828125,3.72,13.12,-0.0229401577000597,-0.0042008525424864,0.0056681380383959,-0.0218629137776442,-0.0022350694280074,0.0500000000000002,-0.023956481558791345,0
2010-02-11,13.493623733520508,33.6815071105957,23.959999084472656,73.05000305175781,1078.469970703125,3.73,13.06,0.0107354916059759,0.0168771775095171,0.0070060334972389,-0.0045836596676579,0.0096338823351012,0.0099999999999997,-0.004548698265193603,0
2010-02-12,13.457601547241213,33.693641662597656,22.729999542236328,72.9000015258789,1075.510009765625,3.69,12.82,-0.0026731406349275,0.0003602085443701,-0.0020555200272594,-0.018547672355761,-0.0027483661199411,-0.04,-0.022313263450282644,0
2010-02-16,13.933082580566406,34.48765563964844,22.25,75.68000030517578,1094.8699951171875,3.66,13.16,0.0347219368930082,0.0232923076058588,0.0374252688303365,0.0261754744046472,0.0178406535362614,-0.0299999999999998,0.025663862861462442,0
2010-02-17,13.781795501708984,34.43916320800781,21.71999931335449,76.2699966430664,1099.510009765625,3.74,12.79,-0.010917499336408,-0.00140707029432,0.0077657033862599,-0.0285183103064199,0.0042290045967103,0.08,-0.027726754449662036,0
2010-02-18,13.825016975402832,34.63311004638672,20.6299991607666,77.77999877929688,1106.75,3.79,12.83,0.0031312205306985,0.0056157800792961,0.0196046808709628,0.0031225630367938,0.0065631577337954,0.0499999999999998,0.0020501536264309296,0
2010-02-19,13.55125617980957,34.76646041870117,20.020000457763672,78.19000244140625,1109.1700439453125,3.78,12.36,-0.0200005252591857,0.0038429787255455,0.0052574803271487,-0.0373207265980003,0.002184234863591,-0.0100000000000002,-0.036387762603444715,0
2010-02-22,13.421581268310549,34.28762435913086,19.940000534057617,78.61000061035156,1108.010009765625,3.8,12.63,-0.0096152961902062,-0.0138686577634626,0.0053571322095204,0.0216094843328551,-0.0010464051249203,0.02,0.017606982355504508,0
2010-02-23,13.010937690734863,33.7178840637207,21.3700008392334,77.25,1094.5999755859375,3.69,12.58,-0.0310735892938112,-0.0167561022309966,-0.0174520097921094,-0.0039666850901053,-0.0121766449451987,-0.1099999999999998,-0.0026623150581917094,0
2010-02-24,12.902870178222656,33.930023193359375,20.270000457763672,78.08999633789062,1105.239990234375,3.7,12.92,-0.0083405834864053,0.0062718813823128,0.0108150450007182,0.0266682470821612,0.0096735196971898,0.0100000000000002,0.024902694826452736,0
2010-02-25,12.845237731933594,33.94820785522461,20.100000381469727,76.29000091552734,1102.93994140625,3.64,12.76,-0.0044766429236593,0.0005358024809828,-0.0233200806758147,-0.012461220437812,-0.0020832085528651,-0.06,-0.009339243395792136,0
2010-02-26,12.88125705718994,34.02699661254883,19.5,77.58999633789062,1104.489990234375,3.61,12.86,0.0028001753901698,0.0023181627249096,0.016896625604885,0.0078064408928294,0.0014043925568579,-0.0300000000000002,0.005840774061719055,0
2010-03-01,12.94609546661377,34.34217071533203,19.26000022888184,76.88999938964844,1115.7099609375,3.61,13.19,0.0050209207913813,0.0092198383488888,-0.0090626846015376,0.0253372479197498,0.0101072574236037,0.0,0.02610762480696407,0
2010-03-02,12.989323616027832,34.62705993652344,19.059999465942383,78.18000030517578,1118.31005859375,3.62,13.16,0.0033335254238221,0.0082613895738036,0.0166380431622048,-0.002277040832052,0.0023277310028862,0.0100000000000002,-0.004069623371846452,0
2010-03-03,13.34233570098877,34.77857208251953,18.82999992370605,79.25,1118.7900390625,3.63,13.4,0.0268143554531618,0.0043659968871285,0.0135935484890792,0.0180727810596946,0.0004291095214003,0.0099999999999997,0.01941368138913811,0
2010-03-04,13.407175064086914,34.59674835205078,18.71999931335449,78.54000091552734,1122.969970703125,3.61,12.98,0.0048479010069538,-0.0052417529935703,-0.0089993519506975,-0.0318449956809218,0.0037291560795713,-0.02,-0.03169591523253837,0
2010-03-05,13.594484329223633,35.245269775390625,17.420000076293945,79.88999938964844,1138.699951171875,3.69,13.16,0.0138741302538946,0.018571630101814,0.0170426200473586,0.013772214621227,0.0139102828016039,0.08,0.011409796550725203,0
2010-03-08,13.428786277770996,35.19072341918945,17.790000915527344,80.47000122070312,1138.5,3.72,12.96,-0.0122635139558193,-0.0015488208409161,0.0072337784736575,-0.0153142349730424,-0.0001756114321765,0.0300000000000002,-0.01520043611815357,0
2010-03-09,13.327925682067873,35.19072341918945,17.920000076293945,79.91000366210938,1140.449951171875,3.71,12.99,-0.007539123161579,0.0,-0.0069834121134146,0.0023121397583793,0.0017112720239721,-0.0100000000000002,-0.00039082435757525555,0
2010-03-10,13.508030891418455,35.49985122680664,18.56999969482422,80.4800033569336,1145.6099853515625,3.73,13.09,0.0134228800851256,0.008745997034495,0.0071077008485357,0.0076687492393003,0.0045143549042129,0.02,0.009506242351234057,0
2010-03-11,13.644915580749512,35.439231872558594,18.059999465942383,80.27999877929688,1150.239990234375,3.73,12.85,0.0100825778957247,-0.0017090542012847,-0.002488239340262,-0.0185047685805797,0.0040333743135059,0.0,-0.020395930267277124,0
2010-03-12,13.680935859680176,35.457427978515625,17.579999923706055,79.38999938964844,1149.989990234375,3.71,12.76,0.002636353335376,0.0005133135015047,-0.0111481006735614,-0.0070285334245849,-0.0002173695700926,-0.02,-0.0065964466811162335,0
2010-03-15,13.493623733520508,35.09375,18.0,77.88999938964844,1150.510009765625,3.71,12.92,-0.0137860628173142,-0.0103097130399128,-0.0190748409532201,0.012461220437812,0.0004520926234358,0.0,0.011380522689349418,0
2010-03-16,13.53684902191162,35.408931732177734,17.690000534057617,79.0199966430664,1159.4599609375,3.66,12.84,0.0031982663143057,0.008941045195075,0.014403375405382,-0.0062112000926406,0.0077490149831599,-0.0499999999999998,-0.007609915314186148,0
2010-03-17,13.709754943847656,35.79684829711914,16.90999984741211,81.95999908447266,1166.2099609375,3.65,12.88,0.0126920950041754,0.010895756004112,0.0365303696991138,0.0031104224143925,0.0058047953325636,-0.0100000000000002,0.003767802714991681,0
2010-03-18,13.443191528320312,35.263465881347656,16.6200008392334,81.4800033569336,1165.8299560546875,3.68,12.95,-0.0196348473415331,-0.0150123860088083,-0.0058736796421985,0.0054200674693391,-0.000325899126689,0.0300000000000002,0.00556193769494533,0
2010-03-19,13.17663288116455,34.83953857421875,16.969999313354492,79.87999725341797,1159.9000244140625,3.7,12.96,-0.0200277472123937,-0.0120945593708804,-0.019832158394321,0.0007719027785819,-0.0050994264516127,0.02,-0.000536193008667456,0
2010-03-22,13.111796379089355,34.7483024597168,16.8700008392334,80.54000091552734,1165.81005859375,3.67,12.97,-0.0049327126317215,-0.0026221870207101,0.0082284926269074,0.0007713074042238,0.00508235909918,-0.0300000000000002,0.0010541207179897527,0
2010-03-23,13.28470230102539,34.88210678100586,16.350000381469727,80.69999694824219,1174.1700439453125,3.69,12.79,0.0131008583408854,0.0038432773108072,0.0019845706691503,-0.0139753827376012,0.0071453777848001,0.02,-0.014473506350806136,0
2010-03-24,13.227066040039062,34.68138885498047,17.549999237060547,79.62000274658203,1167.719970703125,3.84,12.67,-0.0043479824541103,-0.0057707992163927,-0.0134731853915178,-0.0094266212577035,-0.0055084478872883,0.1499999999999999,-0.010478231664244905,0
2010-03-25,13.183837890625,34.09748840332031,18.39999961853028,79.61000061035156,1165.72998046875,3.91,12.55,-0.0032735106780001,-0.0169794711166014,-0.0001256313010457,-0.0095163287552547,-0.0017056210833286,0.0700000000000002,-0.010488428123836352,0
2010-03-26,13.37835693359375,34.109642028808594,17.770000457763672,79.29000091552734,1166.5899658203125,3.86,12.81,0.0146465698055631,0.0003563740488687,-0.0040276919363817,0.0205054503308498,0.0007374506159884,-0.0500000000000002,0.019101074448757912,0
2010-03-29,13.608892440795898,34.772613525390625,17.59000015258789,81.16999816894531,1173.219970703125,3.88,12.67,0.0170851880325366,0.0192500075334462,0.0234336693839401,-0.0109891215755952,0.005667146312798,0.02,-0.010632601438315214,0
2010-03-30,13.572871208190918,34.82736587524414,17.1299991607666,81.27999877929688,1173.27001953125,3.88,12.73,-0.0026503985654799,0.0015733441768105,0.0013542705968632,0.0047244182362674,4.26584629303888e-05,0.0,0.004605792427277228,0
2010-03-31,13.572871208190918,34.98551559448242,17.59000015258789,82.69999694824219,1169.4300537109375,3.84,12.71,0.0,0.0045306822018544,0.0173195963164209,-0.0015723273679524,-0.0032782423180327,-0.04,-0.000994986708046781,0
2010-04-01,13.69534969329834,35.60590744018555,17.469999313354492,84.01000213623047,1178.0999755859375,3.89,12.98,0.0089833003196931,0.0175774277463336,0.0157162996769439,0.0210206260745812,0.0073864540055243,0.0500000000000002,0.01890692089451104,0
2010-04-02,13.69534969329834,35.60590744018555,17.469999313354492,84.01000213623047,1178.0999755859375,3.96,12.98,0.0,0.0,0.0,0.0,0.0,0.0699999999999998,0.0010210463560344355,0
2010-04-05,13.760181427001951,36.23846435546875,17.020000457763672,85.87999725341797,1187.43994140625,4.01,12.98,0.0047226807537273,0.0176095425571111,0.0220150762239104,0.0,0.0078967294430878,0.0499999999999998,-0.0004324057300989251,0
2010-04-06,13.745772361755373,36.23846435546875,16.229999542236328,86.1500015258789,1189.43994140625,3.98,13.33,-0.0010477052841207,0.0,0.0031390396568697,0.0266074229146733,0.001682878875349,-0.0299999999999998,0.026984368595197865,0
2010-04-07,13.99071979522705,35.87958908081055,16.6200008392334,85.58999633789062,1182.449951171875,3.89,13.42,0.0176629258130941,-0.0099525214519823,-0.0065215695789562,0.0067289973529183,-0.005894042967262,-0.0899999999999998,0.005573840811646743,0
2010-04-08,13.976308822631836,36.00733184814453,16.479999542236328,84.80999755859375,1186.43994140625,3.91,13.45,-0.0010305688221357,0.0035539956404278,-0.0091549795200324,0.0022329745043123,0.0033686614308549,0.02,0.0027307019363052385,0
2010-04-09,13.947491645812988,36.39052200317383,16.139999389648438,84.83000183105469,1194.3699951171875,3.9,13.59,-0.0020639874634267,0.0105857760403782,0.000235843817798,0.0103551221152043,0.0066616682968316,-0.0100000000000002,0.01098124736101856,0
2010-04-12,14.07717227935791,36.47567367553711,15.579999923706056,84.7699966430664,1196.47998046875,3.87,13.6,0.0092548163648248,0.0023372075441063,-0.0007076083848102,0.0007355645789539,0.0017650508571401,-0.0299999999999998,-0.0008549494163008081,0
2010-04-13,14.178032875061035,36.347938537597656,16.200000762939453,84.72000122070312,1197.300048828125,3.84,13.59,0.0071392880392948,-0.0035080728641717,-0.0005899513179947,-0.0007355645789539,0.0006851660398368,-0.0300000000000002,-0.001036390439254499,0
2010-04-14,14.35093116760254,36.69464111328125,15.59000015258789,86.1500015258789,1210.6500244140625,3.88,14.11,0.0121210436610916,0.0094932347985711,0.0167382649839956,0.0375495377016701,0.0110883630999086,0.04,0.03735557446924411,0
2010-04-15,14.458998680114746,36.68856048583984,15.890000343322754,87.16999816894531,1211.6700439453125,3.86,14.04,0.0075021369325176,-0.000165722599255,0.0117702333321006,-0.0049733672670575,0.0008421839911768,-0.02,-0.005170660596548483,0
2010-04-16,14.055560111999512,36.06815719604492,18.36000061035156,85.98999786376953,1192.1300048828125,3.79,14.31,-0.0282989117561192,-0.0170545991352414,-0.0136292284378971,0.0190481949706946,-0.016257982418547,-0.0699999999999998,0.019351262607132734,0
2010-04-19,13.76738739013672,36.1168212890625,17.34000015258789,84.2300033569336,1197.52001953125,3.83,14.47,-0.0207154922822287,0.0013483165448349,-0.0206797933983853,0.0111189470750328,0.0045111407395297,0.04,0.012287236890765845,0
2010-04-20,13.925880432128906,36.822357177734375,15.729999542236328,84.80000305175781,1207.1700439453125,3.82,14.63,0.0114464478154694,0.01934647220827,0.0067443866039251,0.0109966743886404,0.0080260457370713,-0.0100000000000002,0.008735025060816663,0
2010-04-21,13.709754943847656,36.78586959838867,16.31999969482422,85.69999694824219,1205.93994140625,3.77,14.57,-0.015641391387428,-0.0009913995739968,0.0105572112083906,-0.0041095948249194,-0.0010195164357019,-0.0499999999999998,-0.0027688113745567774,0
2010-04-22,13.709754943847656,36.87710189819336,16.469999313354492,85.66999816894531,1208.6700439453125,3.8,14.57,0.0,0.0024770205327984,-0.0003501053913526,0.0,0.0022613206430901,0.0299999999999998,-0.0011629081713544908,0
2010-04-23,13.83942699432373,37.76512145996094,16.6200008392334,87.25,1217.280029296875,3.84,14.85,0.0094139280371978,0.023795150300204,0.0182748764799317,0.0190352450415951,0.0070982676832182,0.04,0.018336779215608303,0
2010-04-26,13.680935859680176,37.63740158081055,17.469999313354492,86.83000183105469,1212.050048828125,3.83,15.49,-0.0115182265383647,-0.0033876850839181,-0.0048253559221713,0.0421947891800686,-0.0043057043550931,-0.0099999999999997,0.04146518794865705,0
2010-04-27,13.205452919006348,36.48175430297852,22.809999465942383,85.77999877929688,1183.7099609375,3.71,15.15,-0.0353734764350611,-0.0311860253852145,-0.0121663403022572,-0.022194122473399,-0.0236596401787016,-0.1200000000000001,-0.020881363804115927,0
2010-04-28,13.090185165405272,36.8527717590332,21.07999992370605,86.16000366210938,1191.3599853515625,3.8,14.88,-0.0087671188311049,0.0101185796525806,0.0044202104936148,-0.0179825025504323,0.0064419583781808,0.0899999999999998,-0.017409929451233257,0
2010-04-29,13.608892440795898,36.89535140991211,18.440000534057617,86.9000015258789,1206.780029296875,3.76,15.25,0.0388607096285593,0.0011547319112837,0.0085519744786439,0.0245614736484748,0.0128601802812895,-0.04,0.023399469320761944,0
2010-04-30,13.255884170532228,36.43917465209961,22.049999237060547,87.44000244140625,1186.68994140625,3.69,15.84,-0.026281892815978,-0.012441142427468,0.0061948219588471,0.0379588833328592,-0.0167878101398662,-0.0699999999999998,0.034495813179648886,0
2010-05-03,13.55125617980957,36.8527717590332,20.190000534057617,88.94000244140625,1202.260009765625,3.72,16.42,0.0220377078294558,0.0112864105161843,0.0170091407433723,0.0359617176380025,0.0130352574532621,0.0300000000000002,0.0381152260298501,0
2010-05-04,12.88846206665039,35.8674430847168,23.84000015258789,88.94000244140625,1173.5999755859375,3.63,15.82,-0.0501467523223878,-0.027100826979455,0.0,-0.0372251416847744,-0.0241271999574182,-0.0900000000000003,-0.034267356139261,0
2010-05-05,12.362550735473633,35.30178451538086,24.90999984741211,82.61000061035156,1165.8699951171875,3.58,15.88,-0.0416606967812118,-0.0158964906635295,-0.073831266569823,0.0037854934794818,-0.00660834180078,-0.0499999999999998,0.002845958758091658,0
2010-05-06,11.865453720092772,34.09748840332031,32.79999923706055,79.83000183105469,1128.1500244140625,3.41,16.07,-0.0410406715554152,-0.0347097877898317,-0.0342313493681317,0.0118937239304315,-0.0328884406439636,-0.1699999999999999,0.009753485686982498,0
2010-05-07,11.57007884979248,33.446685791015625,40.95000076293945,78.2699966430664,1110.8800048828125,3.45,15.42,-0.0252087731633625,-0.019271025541089,-0.0197350516670337,-0.0412888116142377,-0.0154266461809074,0.04,-0.044488167177566845,0
2010-05-10,12.405776977539062,34.87602233886719,28.84000015258789,80.12000274658203,1159.72998046875,3.57,15.14,0.0697398932022241,0.041846851913763,0.0233612001508728,-0.0183251201258806,0.0430347041456154,0.1199999999999996,-0.016717175333187458,0
2010-05-11,12.110400199890137,34.64490509033203,28.31999969482422,80.48999786376953,1155.7900390625,3.56,15.57,-0.0240976453271196,-0.0066488785034652,0.0046073814868495,0.0280057378366042,-0.0034030759184662,-0.0099999999999997,0.025985577248140462,0
2010-05-12,12.218461990356444,35.12540435791016,25.520000457763672,81.19999694824219,1171.6700439453125,3.56,15.62,0.0088834817076876,0.0137739639720935,0.0087822830190865,0.0032061585656329,0.0136459924018244,0.0,0.0009092988483903812,0
2010-05-13,11.959108352661133,34.90034484863281,26.68000030517578,80.11000061035156,1157.43994140625,3.55,15.73,-0.0214548924958817,-0.0064279293474052,-0.0135145117384633,0.0070175726586465,-0.0122194998892251,-0.0100000000000002,0.009320496472766539,0
2010-05-14,11.656527519226074,34.206974029541016,31.239999771118164,77.18000030517578,1135.6800537109375,3.44,15.56,-0.0256268681096313,-0.0200671679368798,-0.0372603377823927,-0.0108661983199408,-0.0189789813879498,-0.1099999999999998,-0.009419446027213712,0
2010-05-17,11.346744537353516,33.85418701171875,30.84000015258789,75.0999984741211,1136.93994140625,3.47,15.01,-0.0269354472980915,-0.0103668574550303,-0.0273198216114238,-0.035986873104875,0.0011087536210084,0.0300000000000002,-0.038340161105792095,0
2010-05-18,11.058576583862305,33.59264373779297,33.54999923706055,74.43000030517578,1120.800048828125,3.38,15.2,-0.0257245895407611,-0.0077555781934224,-0.0089614479801363,0.0125787822068601,-0.0142976317849977,-0.0900000000000003,0.011327453060789364,0
2010-05-19,11.036964416503906,33.20945739746094,35.31999969482422,73.69000244140625,1115.050048828125,3.36,14.63,-0.0019562475750512,-0.0114724098974305,-0.0099919525623162,-0.0382212128201976,-0.0051434688600155,-0.02,-0.03997373215059291,0
2010-05-20,10.75599479675293,31.72538948059082,45.790000915527344,71.83999633789062,1071.5899658203125,3.25,14.61,-0.025786786113176,-0.0457174064293871,-0.0254257648916419,-0.0013679892694248,-0.0397557958377662,-0.1099999999999998,-0.0028952667129762593,0
2010-05-21,10.907283782958984,32.27887725830078,40.09999847412109,71.68000030517578,1087.68994140625,3.2,14.76,0.0139675483793846,0.0172957711584349,-0.0022296000938832,0.0102145934097184,0.0149126325857043,-0.0499999999999998,0.011388229117125455,0
2010-05-24,10.647931098937988,31.542911529541016,38.31999969482422,71.16999816894531,1073.6500244140625,3.23,15.33,-0.0240651927594903,-0.0230641718938376,-0.0071404173408709,0.0378908737113962,-0.0129920463236877,0.0299999999999998,0.03524907846095605,0
2010-05-25,10.547069549560549,31.615896224975582,34.61000061035156,69.55000305175781,1074.030029296875,3.18,15.11,-0.0095175567501289,0.0023111496406019,-0.0230253933352108,-0.0144549165990745,0.0003538747646525,-0.0499999999999998,-0.011366767710551149,0
2010-05-26,10.417394638061523,31.548995971679688,35.02000045776367,71.73999786376953,1067.949951171875,3.21,15.61,-0.0123710831969385,-0.0021182741230113,0.0310024800786709,0.0325549582426923,-0.0056770786936516,0.0299999999999998,0.03268009465012351,0
2010-05-27,11.015350341796877,32.88710021972656,29.68000030517578,74.66000366210938,1103.06005859375,3.34,15.4,0.055812815304767,0.0415387252186427,0.0398960802101848,-0.0135442251077571,0.032347311768677,0.1299999999999999,-0.012961257310749855,0
2010-05-28,10.957714080810549,32.26671600341797,32.06999969482422,74.0199966430664,1089.4100341796875,3.31,15.02,-0.0052460951339494,-0.0190442556530938,-0.0086092409306251,-0.0249848630835948,-0.0124518923454058,-0.0299999999999998,-0.027747776241277607,0
2010-06-01,10.583093643188477,30.733959197998047,35.540000915527344,72.70999908447266,1070.7099609375,3.29,15.05,-0.0347859019707434,-0.0486680285976903,-0.0178563675358246,0.0019953448588961,-0.0173143533245987,-0.02,0.002972470098629013,0
2010-06-02,10.777606010437012,32.06599044799805,30.170000076293945,73.75,1098.3800048828125,3.35,15.18,0.0182126753377971,0.0424277748338184,0.0142020811494551,0.0086007807725991,0.0255144281083426,0.06,0.005018552414717084,0
2010-06-03,10.907283782958984,32.49783706665039,29.459999084472656,75.41000366210938,1102.8299560546875,3.39,15.17,0.0119603391686861,0.0133775544447207,0.0222589455572744,-0.000658978607043,0.0040431919834424,0.04,-0.0005622263779746734,0
2010-06-04,10.4894380569458,31.3543701171875,35.47999954223633,72.08999633789062,1064.8800048828125,3.2,15.25,-0.0390619514641849,-0.0358198802842417,-0.0450246531598489,0.0052597096929798,-0.0350174420898311,-0.1899999999999999,0.006458906926065478,0
2010-06-07,10.258898735046388,31.08065795898437,36.56999969482422,72.08999633789062,1050.469970703125,3.17,15.13,-0.0222233533524504,-0.0087679599145479,0.0,-0.007899975253156,-0.0136244661657156,-0.0300000000000002,-0.008328350421728943,0
2010-06-08,10.251693725585938,31.597654342651367,33.70000076293945,72.08999633789062,1062.0,3.18,15.6,-0.0007025647621485,0.0164971930479167,0.0,0.0305913864552267,0.0109162676435189,0.0100000000000002,0.029529225816006782,0
2010-06-09,10.194061279296877,31.269187927246094,33.72999954223633,72.08999633789062,1055.68994140625,3.2,15.67,-0.0056376102440695,-0.0104496867497582,0.0,0.004477142112438,-0.005959396741888,0.02,0.004845065886415049,0
2010-06-10,10.799220085144045,32.83844757080078,30.56999969482422,75.29000091552734,1086.8399658203125,3.33,15.37,0.0576685939740281,0.0489668095327167,0.0434320484046886,-0.019330498817425,0.0290798456661769,0.1299999999999999,-0.019586458384498562,0
2010-06-11,11.022555351257324,33.039154052734375,28.790000915527344,74.3499984741211,1091.5999755859375,3.24,15.53,0.0204697427141733,0.0060933336364605,-0.0125636836387968,0.0103560796100911,0.0043701157426175,-0.0899999999999998,0.011097467438699764,0
2010-06-14,11.08739185333252,32.86885452270508,28.57999992370605,75.19999694824219,1089.6300048828125,3.28,15.76,0.0058649337627075,-0.005167806241299,0.011367537990661,0.0147014472691374,-0.0018062939317567,0.0399999999999995,0.012224870658322937,0
2010-06-15,11.613303184509276,33.829872131347656,25.8700008392334,76.19999694824219,1115.22998046875,3.32,15.64,0.0463426735992748,0.0288186646911534,0.0132102322693771,-0.007643349312568,0.0232224505985004,0.04,-0.008157789150360502,0
2010-06-16,11.5340576171875,33.8055305480957,25.920000076293945,78.13999938964844,1114.6099853515625,3.27,15.42,-0.0068470766583443,-0.0007197882569948,0.0251406591726394,-0.0141663669819816,-0.0005560893540954,-0.0499999999999998,-0.0128930007309655,0
2010-06-17,11.57007884979248,33.769039154052734,25.049999237060547,78.68000030517578,1116.0400390625,3.21,15.56,0.0031181656014306,-0.0010800334430835,0.0068869155836298,0.009038150615062,0.0012821858123894,-0.06,0.007736843276689115,0
2010-06-18,11.656527519226074,33.977996826171875,23.950000762939453,78.22000122070312,1117.510009765625,3.24,15.62,0.0074439689772788,0.0061687816074194,-0.005863612466163,0.0038486256612942,0.0013162641384549,0.0300000000000002,0.0022098258246381194,0
2010-06-21,11.69580364227295,33.90469741821289,24.8799991607666,78.81999969482422,1113.199951171875,3.26,15.7,0.0033637892345402,-0.0021595912555598,0.00764138296166,0.0051085679427225,-0.0038642979433988,0.0199999999999995,0.005081182756924729,0
2010-06-22,11.390317916870115,32.914852142333984,27.049999237060547,78.04000091552734,1095.31005859375,3.18,15.2,-0.0264664254166846,-0.0296295828919912,-0.0099452404086268,-0.0323652845020316,-0.0162012250869894,-0.0799999999999996,-0.031518234123618524,0
2010-06-23,11.528517723083496,32.664344787597656,26.90999984741211,76.2699966430664,1092.0400390625,3.13,15.23,0.0120600787426899,-0.0076398792582184,-0.022941895324092,0.0019717390548398,-0.0029899392610687,-0.0500000000000002,0.000305290124991431,0
2010-06-24,11.193933486938477,31.980018615722656,29.739999771118164,76.47000122070312,1073.68994140625,3.14,15.11,-0.0294517891389712,-0.0211728200348348,0.0026188908569651,-0.0079103906224223,-0.0169462832049512,0.0100000000000002,-0.009046698038972859,0
2010-06-25,11.353951454162598,32.07167053222656,28.530000686645508,78.12000274658203,1076.760009765625,3.12,15.28,0.0141938504777692,0.0028618130224302,0.0213476181476803,0.0111880074537261,0.0028552819315454,-0.02,0.009230665080610661,0
2010-06-28,11.18666172027588,31.63785552978516,29.0,77.58999633789062,1074.5699462890625,3.05,15.29,-0.0148436783175707,-0.013618739118316,-0.0068076354593343,0.0006542362025964,-0.0020360096106544,-0.0700000000000002,0.0023852996772950577,0
2010-06-29,10.655694961547852,30.5930404663086,34.130001068115234,75.44000244140625,1041.239990234375,2.97,15.15,-0.0486276633549401,-0.0335818160655462,-0.0281008350202169,-0.0091984879855926,-0.0315082303422089,-0.0799999999999996,-0.010081452420178936,0
2010-06-30,10.619329452514648,30.3547477722168,34.540000915527344,75.01000213623047,1030.7099609375,2.97,15.19,-0.0034186136515913,-0.0078196080679338,-0.0057162042266062,0.0026367846523031,-0.0101644539733352,0.0,0.002852769498378513,0
2010-07-01,10.830262184143066,30.2447566986084,32.86000061035156,72.33999633789062,1027.3699951171875,2.96,15.18,0.019668396026172,-0.0036301021057547,-0.036244290560444,-0.0006585446401976,-0.0032457133092441,-0.0100000000000002,-0.002013308149431869,0
2010-07-02,11.019371032714844,30.17144203186035,30.1200008392334,71.6500015258789,1022.5800170898438,3.0,15.29,0.0173104572426633,-0.0024269882672381,-0.0095840003299093,0.007220247973487,-0.0046732717543015,0.04,0.006561324036662741,0
2010-07-06,11.164841651916504,30.464733123779297,29.64999961853028,71.44999694824219,1028.06005859375,2.95,15.08,0.0131149756246867,0.0096738746610709,-0.0027953139063871,-0.0138296573611608,0.0053447258874577,-0.0499999999999998,-0.013477159171654795,0
2010-07-07,11.69580364227295,31.54009437561035,26.84000015258789,73.51000213623047,1060.27001953125,3.0,14.74,0.0464604117657769,0.0346898502123538,0.0284236187823224,-0.0228044758186194,0.0308500230082638,0.0499999999999998,-0.023697595346015583,0
2010-07-08,11.761266708374023,31.98612594604492,25.709999084472656,74.70999908447266,1070.25,3.04,14.29,0.0055815355517911,0.0140426708156493,0.0161924592868927,-0.0310048948194145,0.0093686549516578,0.04,-0.03200965033276407,0
2010-07-09,11.972201347351074,32.15109634399414,24.979999542236328,75.41999816894531,1077.9599609375,3.07,14.55,0.0177757580704596,0.0051443064065424,0.0094585278188108,0.0180310016757256,0.0071780637666294,0.0299999999999998,0.015413513299019669,0
2010-07-12,11.739449501037598,32.06554412841797,24.43000030517578,74.37000274658203,1078.75,3.08,13.99,-0.0196324856195098,-0.0026644890035242,-0.0140197959055806,-0.0392482049401118,0.0007326336059528,0.0100000000000002,-0.03983105539059571,0
2010-07-13,11.855822563171388,32.45048141479492,24.559999465942383,76.6500015258789,1095.3399658203125,3.15,13.77,0.0098641800295426,0.011933216626432,0.0301969535783939,-0.0158504759368263,0.015261822735573,0.0699999999999998,-0.016571291943255365,0
2010-07-14,11.89946460723877,32.413818359375,24.88999938964844,76.7699966430664,1095.1700439453125,3.07,13.94,0.0036743056695967,-0.0011304541774738,0.0015642698877334,0.0122700925918144,-0.0001551436647934,-0.08,0.01284305419921647,0
2010-07-15,12.00856876373291,32.377166748046875,25.13999938964844,76.7699966430664,1096.47998046875,3.0,13.88,0.009127050493244,-0.0011313800886628,0.0,-0.0043134502537192,0.0011953885564136,-0.0699999999999998,-0.007560744396821989,0
2010-07-16,11.732172012329102,31.6072998046875,26.25,75.37000274658203,1064.8800048828125,2.96,14.19,-0.0232856457947436,-0.0240653439683855,-0.0184045408159579,0.0220885360932928,-0.0292429097007501,-0.04,0.023871859505802662,0
