date,icln_icln,xle_xle,vix_vix,brent_bz_f,sp500_gspc,dgs10,carbon_eua,icln_icln_ret,xle_xle_ret,brent_bz_f_ret,carbon_eua_ret,sp500_gspc_ret,dgs10_diff,carbon_shock_resid,carbon_shock,icln_vol,xle_vol,icln_garch_vol,xle_garch_vol
2010-01-26,14.588672637939451,34.13004684448242,24.549999237060547,73.29000091552734,1092.1700439453125,3.65,13.46,0.0,-0.006372974872175,-0.0054429514800707,0.0134631801682941,-0.0042120578477855,-0.0100000000000002,0.0152371044400192,0,0.018915196289683,0.0118400097845397,2.2474028035238502,1.353464013889163
2010-01-27,14.322114944458008,33.9967041015625,23.13999938964844,72.23999786376953,1097.5,3.66,13.25,-0.018440538593733,-0.0039145537206426,-0.0144303068921711,-0.0157247717843505,0.0048682828686118,0.0100000000000002,-0.0152281563031835,0,0.0183414404078203,0.0115312699021244,2.1594912645292657,1.3104881795042105
2010-01-28,14.199645042419434,33.639095306396484,23.729999542236328,72.12999725341797,1084.530029296875,3.68,12.99,-0.0085878749971881,-0.0105746403738269,-0.0015238711000726,-0.019817721749723,-0.0118881255342792,0.02,-0.0191828803219746,0,0.0168062740517112,0.0111215636661275,2.13396233120196,1.2614412226846894
2010-01-29,13.861041069030762,33.03299331665039,24.6200008392334,71.45999908447266,1073.8699951171875,3.63,12.71,-0.0241348631354843,-0.0181820818780653,-0.0093321686538422,-0.0217907454811454,-0.0098777990499825,-0.0500000000000002,-0.024158511628616,0,0.016631989563106,0.0110239472352447,2.0642619640682263,1.2506072820037173
2010-02-01,14.314913749694824,34.12397384643555,22.59000015258789,73.11000061035156,1089.18994140625,3.68,12.57,0.0322198092155784,0.032493323142755,0.022827324870107,-0.0110760625992067,0.0141653055463696,0.0500000000000002,-0.0136301222201074,0,0.0223116619604473,0.017206795834257,2.0881028430019772,1.3175946238406002
2010-02-02,14.408568382263184,34.572509765625,21.479999542236328,76.05999755859375,1103.3199462890625,3.67,12.59,0.0065211428077444,0.0130586682057624,0.0395573057480625,0.0015898254540997,0.0128895204452028,-0.0100000000000002,0.0008122507665518,0,0.0229818144357878,0.0176137066659472,2.186251108789025,1.5947641064427152
2010-02-03,14.408568382263184,34.27549362182617,21.600000381469727,75.91999816894531,1097.280029296875,3.73,12.59,0.0,-0.0086282236761383,-0.0018423402182277,0.0,-0.0054893503825385,0.06,-0.000325996833276,0,0.0203818031349093,0.0172645154236156,2.108469872989915,1.5737707164195927
2010-02-04,13.55125617980957,32.86933135986328,26.07999992370605,72.12999725341797,1063.1099853515625,3.62,13.06,-0.0613438061442089,-0.0418905816365806,-0.0512101217460994,0.0366512757920291,-0.0316358560498069,-0.1099999999999998,0.0370156148117617,0,0.0267476650778907,0.0205390486808884,2.0270299956505666,1.526535941847601
2010-02-05,13.601689338684082,32.875389099121094,26.11000061035156,69.58999633789062,1066.18994140625,3.59,13.11,0.0037147510818417,0.0001842806306776,-0.0358491822046778,0.0038211739273234,0.0028929303608266,-0.0300000000000002,0.004745327078843,0,0.0251130850547835,0.0196014774481042,2.5526211922467184,1.9256972110156978
2010-02-08,13.270293235778809,32.57233047485352,26.51000022888184,70.11000061035156,1056.739990234375,3.62,13.6,-0.024666055360338,-0.0092611566093984,0.0074446196918216,0.0366944949663978,-0.0089028031003741,0.0300000000000002,0.0369520271308424,0,0.0248664768799435,0.0193158876265723,2.4527262493961883,1.8373597625367315
2010-02-09,13.65931797027588,33.25724411010742,26.0,72.12999725341797,1070.52001953125,3.67,13.41,0.0288939781793948,0.0208094418120396,0.0284045625128562,-0.0140690954484191,0.0129558417735863,0.0499999999999998,-0.0123559221256463,0,0.0276160249976986,0.0209896085952296,2.446792058855408,1.7755773392981864
2010-02-10,13.34953784942627,33.117828369140625,25.39999961853028,72.54000091552734,1068.1300048828125,3.72,13.12,-0.0229401577000597,-0.0042008525424864,0.0056681380383959,-0.0218629137776442,-0.0022350694280074,0.0500000000000002,-0.0239564815587913,0,0.0278662283610347,0.0209918103374012,2.474584145130155,1.806421003081189
2010-02-11,13.493623733520508,33.6815071105957,23.959999084472656,73.05000305175781,1078.469970703125,3.73,13.06,0.0107354916059759,0.0168771775095171,0.0070060334972389,-0.0045836596676579,0.0096338823351012,0.0099999999999997,-0.0045486982651936,0,0.0284110225026923,0.0216213973567086,2.454829729467187,1.7290507453416597
2010-02-12,13.457601547241213,33.693641662597656,22.729999542236328,72.9000015258789,1075.510009765625,3.69,12.82,-0.0026731406349275,0.0003602085443701,-0.0020555200272594,-0.018547672355761,-0.0027483661199411,-0.04,-0.0223132634502826,0,0.0276127539537961,0.0206501298618064,2.3749431869556026,1.727041997065165
2010-02-16,13.933082580566406,34.48765563964844,22.25,75.68000030517578,1094.8699951171875,3.66,13.16,0.0347219368930082,0.0232923076058588,0.0374252688303365,0.0261754744046472,0.0178406535362614,-0.0299999999999998,0.0256638628614624,0,0.0279758425999099,0.0193003761417897,2.282275386755395,1.649397881685658
2010-02-17,13.781795501708984,34.43916320800781,21.71999931335449,76.2699966430664,1099.510009765625,3.74,12.79,-0.010917499336408,-0.00140707029432,0.0077657033862599,-0.0285183103064199,0.0042290045967103,0.08,-0.027726754449662,0,0.0278802838576603,0.0188377192086814,2.382895648105832,1.723717462784339
2010-02-18,13.825016975402832,34.63311004638672,20.6299991607666,77.77999877929688,1106.75,3.79,12.83,0.0031312205306985,0.0056157800792961,0.0196046808709628,0.0031225630367938,0.0065631577337954,0.0499999999999998,0.0020501536264309,0,0.0279532705978491,0.0186831702754474,2.307446969759036,1.6467584619457436
2010-02-19,13.55125617980957,34.76646041870117,20.020000457763672,78.19000244140625,1109.1700439453125,3.78,12.36,-0.0200005252591857,0.0038429787255455,0.0052574803271487,-0.0373207265980003,0.002184234863591,-0.0100000000000002,-0.0363877626034447,0,0.0206568610605345,0.0110423470037984,2.218353635892616,1.5824266675239547
2010-02-22,13.421581268310549,34.28762435913086,19.940000534057617,78.61000061035156,1108.010009765625,3.8,12.63,-0.0096152961902062,-0.0138686577634626,0.0053571322095204,0.0216094843328551,-0.0010464051249203,0.02,0.0176069823555045,0,0.0208199656021326,0.0125948350170165,2.1984553917274203,1.517021111312595
2010-02-23,13.010937690734863,33.7178840637207,21.3700008392334,77.25,1094.5999755859375,3.69,12.58,-0.0310735892938112,-0.0167561022309966,-0.0174520097921094,-0.0039666850901053,-0.0121766449451987,-0.1099999999999998,-0.0026623150581917,0,0.0216979368667728,0.0136629956826137,2.1285470573524137,1.5092489722778888
2010-02-24,12.902870178222656,33.930023193359375,20.270000457763672,78.08999633789062,1105.239990234375,3.7,12.92,-0.0083405834864053,0.0062718813823128,0.0108150450007182,0.0266682470821612,0.0096735196971898,0.0100000000000002,0.0249026948264527,0,0.0188157210898579,0.0123187544033887,2.209889719663529,1.5284183459002676
2010-02-25,12.845237731933594,33.94820785522461,20.100000381469727,76.29000091552734,1102.93994140625,3.64,12.76,-0.0044766429236593,0.0005358024809828,-0.0233200806758147,-0.012461220437812,-0.0020832085528651,-0.06,-0.0093392433957921,0,0.0178149837069311,0.0121435346668027,2.1355057575807823,1.4736587379759019
2010-02-26,12.88125705718994,34.02699661254883,19.5,77.58999633789062,1104.489990234375,3.61,12.86,0.0028001753901698,0.0023181627249096,0.016896625604885,0.0078064408928294,0.0014043925568579,-0.0300000000000002,0.005840774061719,0,0.0172611974927685,0.0110485592523132,2.0563206597610546,1.409992320781186
2010-03-01,12.94609546661377,34.34217071533203,19.26000022888184,76.88999938964844,1115.7099609375,3.61,13.19,0.0050209207913813,0.0092198383488888,-0.0090626846015376,0.0253372479197498,0.0101072574236037,0.0,0.026107624806964,0,0.017528240922886,0.0113410723499017,1.9787587894966419,1.3515963156301156
2010-03-02,12.989323616027832,34.62705993652344,19.059999465942383,78.18000030517578,1118.31005859375,3.62,13.16,0.0033335254238221,0.0082613895738036,0.0166380431622048,-0.002277040832052,0.0023277310028862,0.0100000000000002,-0.0040696233718464,0,0.0116850800771191,0.0089319530398331,1.9082011901690894,1.323900589302942
2010-03-03,13.34233570098877,34.77857208251953,18.82999992370605,79.25,1118.7900390625,3.63,13.4,0.0268143554531618,0.0043659968871285,0.0135935484890792,0.0180727810596946,0.0004291095214003,0.0099999999999997,0.0194136813891381,0,0.0156900819176664,0.0089883233104104,1.8384082637741153,1.292563291186999
2010-03-04,13.407175064086914,34.59674835205078,18.71999931335449,78.54000091552734,1122.969970703125,3.61,12.98,0.0048479010069538,-0.0052417529935703,-0.0089993519506975,-0.0318449956809218,0.0037291560795713,-0.02,-0.0316959152325383,0,0.0157766960301306,0.0090219245749396,1.9107567534465575,1.2459721159416852
2010-03-05,13.594484329223633,35.245269775390625,17.420000076293945,79.88999938964844,1138.699951171875,3.69,13.16,0.0138741302538946,0.018571630101814,0.0170426200473586,0.013772214621227,0.0139102828016039,0.08,0.0114097965507252,0,0.0153687254335462,0.0107708151430056,1.8432659395722029,1.2054762694782948
2010-03-08,13.428786277770996,35.19072341918945,17.790000915527344,80.47000122070312,1138.5,3.72,12.96,-0.0122635139558193,-0.0015488208409161,0.0072337784736575,-0.0153142349730424,-0.0001756114321765,0.0300000000000002,-0.0152004361181535,0,0.0155802756390906,0.0094591100056348,1.8131225502110753,1.2840550457054314
2010-03-09,13.327925682067873,35.19072341918945,17.920000076293945,79.91000366210938,1140.449951171875,3.71,12.99,-0.007539123161579,0.0,-0.0069834121134146,0.0023121397583793,0.0017112720239721,-0.0100000000000002,-0.0003908243575752,0,0.0116335822733364,0.0067437550232189,1.776523774096746,1.2319365453179578
2010-03-10,13.508030891418455,35.49985122680664,18.56999969482422,80.4800033569336,1145.6099853515625,3.73,13.09,0.0134228800851256,0.008745997034495,0.0071077008485357,0.0076687492393003,0.0045143549042129,0.02,0.009506242351234,0,0.0114335343726572,0.0068693538290311,1.7228274824550958,1.1819740789151965
2010-03-11,13.644915580749512,35.439231872558594,18.059999465942383,80.27999877929688,1150.239990234375,3.73,12.85,0.0100825778957247,-0.0017090542012847,-0.002488239340262,-0.0185047685805797,0.0040333743135059,0.0,-0.0203959302672771,0,0.0110729354306423,0.0070484689189722,1.6985158779067209,1.1648477631076497
2010-03-12,13.680935859680176,35.457427978515625,17.579999923706055,79.38999938964844,1149.989990234375,3.71,12.76,0.002636353335376,0.0005133135015047,-0.0111481006735614,-0.0070285334245849,-0.0002173695700926,-0.02,-0.0065964466811162,0,0.0110783801093539,0.0071274726514366,1.6589377220157018,1.1200180236934156
2010-03-15,13.493623733520508,35.09375,18.0,77.88999938964844,1150.510009765625,3.71,12.92,-0.0137860628173142,-0.0103097130399128,-0.0190748409532201,0.012461220437812,0.0004520926234358,0.0,0.0113805226893494,0,0.0127392618099041,0.0081730716115917,1.6006127345381451,1.0768135704948112
2010-03-16,13.53684902191162,35.408931732177734,17.690000534057617,79.0199966430664,1159.4599609375,3.66,12.84,0.0031982663143057,0.008941045195075,0.014403375405382,-0.0062112000926406,0.0077490149831599,-0.0499999999999998,-0.0076099153141861,0,0.01274028770637,0.0082320151672104,1.587416169172431,1.0812433437066145
2010-03-17,13.709754943847656,35.79684829711914,16.90999984741211,81.95999908447266,1166.2099609375,3.65,12.88,0.0126920950041754,0.010895756004112,0.0365303696991138,0.0031104224143925,0.0058047953325636,-0.0100000000000002,0.0037678027149916,0,0.0105387406123405,0.0086674764225516,1.5334812808980032,1.0742632740642866
2010-03-18,13.443191528320312,35.263465881347656,16.6200008392334,81.4800033569336,1165.8299560546875,3.68,12.95,-0.0196348473415331,-0.0150123860088083,-0.0058736796421985,0.0054200674693391,-0.000325899126689,0.0300000000000002,0.0055619376949453,0,0.0126257554756446,0.0101152718903893,1.5186143387541011,1.0841130717811516
2010-03-19,13.17663288116455,34.83953857421875,16.969999313354492,79.87999725341797,1159.9000244140625,3.7,12.96,-0.0200277472123937,-0.0120945593708804,-0.019832158394321,0.0007719027785819,-0.0050994264516127,0.02,-0.0005361930086674,0,0.0131087877264449,0.0090998763927536,1.5577475279292101,1.135941450119716
2010-03-22,13.111796379089355,34.7483024597168,16.8700008392334,80.54000091552734,1165.81005859375,3.67,12.97,-0.0049327126317215,-0.0026221870207101,0.0082284926269074,0.0007713074042238,0.00508235909918,-0.0300000000000002,0.0010541207179897,0,0.0127405690237261,0.0091113237438666,1.5962896974702316,1.150308959637842
2010-03-23,13.28470230102539,34.88210678100586,16.350000381469727,80.69999694824219,1174.1700439453125,3.69,12.79,0.0131008583408854,0.0038432773108072,0.0019845706691503,-0.0139753827376012,0.0071453777848001,0.02,-0.0144735063508061,0,0.0134647812945369,0.0092506129022729,1.545195705006186,1.107966807252392
2010-03-24,13.227066040039062,34.68138885498047,17.549999237060547,79.62000274658203,1167.719970703125,3.84,12.67,-0.0043479824541103,-0.0057707992163927,-0.0134731853915178,-0.0094266212577035,-0.0055084478872883,0.1499999999999999,-0.0104782316642449,0,0.0125932466320595,0.0086943545094299,1.5319419838331731,1.0715935928925453
2010-03-25,13.183837890625,34.09748840332031,18.39999961853028,79.61000061035156,1165.72998046875,3.91,12.55,-0.0032735106780001,-0.0169794711166014,-0.0001256313010457,-0.0095163287552547,-0.0017056210833286,0.0700000000000002,-0.0104884281238363,0,0.0118433331831555,0.0098384268211488,1.4829892381493122,1.0456372221822474
2010-03-26,13.37835693359375,34.109642028808594,17.770000457763672,79.29000091552734,1166.5899658203125,3.86,12.81,0.0146465698055631,0.0003563740488687,-0.0040276919363817,0.0205054503308498,0.0007374506159884,-0.0500000000000002,0.0191010744487579,0,0.0130728680919319,0.0098307984936024,1.4346093166833658,1.1282304256378428
2010-03-29,13.608892440795898,34.772613525390625,17.59000015258789,81.16999816894531,1173.219970703125,3.88,12.67,0.0170851880325366,0.0192500075334462,0.0234336693839401,-0.0109891215755952,0.005667146312798,0.02,-0.0106326014383152,0,0.0136737022152886,0.0119061135997422,1.440776345856091,1.0844735183843048
2010-03-30,13.572871208190918,34.82736587524414,17.1299991607666,81.27999877929688,1173.27001953125,3.88,12.73,-0.0026503985654799,0.0015733441768105,0.0013542705968632,0.0047244182362674,4.26584629303888e-05,0.0,0.0046057924272772,0,0.0136872047444523,0.0114472632331782,1.4655814134006175,1.1922932195858604
2010-03-31,13.572871208190918,34.98551559448242,17.59000015258789,82.69999694824219,1169.4300537109375,3.84,12.71,0.0,0.0045306822018544,0.0173195963164209,-0.0015723273679524,-0.0032782423180327,-0.04,-0.0009949867080467,0,0.0129769189975107,0.0108322293889238,1.4171822098648152,1.1456337763304922
2010-04-01,13.69534969329834,35.60590744018555,17.469999313354492,84.01000213623047,1178.0999755859375,3.89,12.98,0.0089833003196931,0.0175774277463336,0.0157162996769439,0.0210206260745812,0.0073864540055243,0.0500000000000002,0.018906920894511,0,0.0114809537489701,0.01146418747765,1.3694829624777654,1.1091275320156062
2010-04-02,13.69534969329834,35.60590744018555,17.469999313354492,84.01000213623047,1178.0999755859375,3.96,12.98,0.0,0.0,0.0,0.0,0.0,0.0699999999999998,0.0010210463560344,0,0.0086323138289758,0.010533362607625,1.3460750934355943,1.1895598528820015
2010-04-05,13.760181427001951,36.23846435546875,17.020000457763672,85.87999725341797,1187.43994140625,4.01,12.98,0.0047226807537273,0.0176095425571111,0.0220150762239104,0.0,0.0078967294430878,0.0499999999999998,-0.0004324057300989,0,0.0080604624502315,0.0114154395402097,1.3020876684985472,1.1420906376373254
2010-04-06,13.745772361755373,36.23846435546875,16.229999542236328,86.1500015258789,1189.43994140625,3.98,13.33,-0.0010477052841207,0.0,0.0031390396568697,0.0266074229146733,0.001682878875349,-0.0299999999999998,0.0269843685951978,0,0.0076794633560774,0.0114931797142857,1.266801496933228,1.2178256338857956
2010-04-07,13.99071979522705,35.87958908081055,16.6200008392334,85.58999633789062,1182.449951171875,3.89,13.42,0.0176629258130941,-0.0099525214519823,-0.0065215695789562,0.0067289973529183,-0.005894042967262,-0.0899999999999998,0.0055738408116467,0,0.0083346608746981,0.0119477781335953,1.2273625097125342,1.1686904020160231
2010-04-08,13.976308822631836,36.00733184814453,16.479999542236328,84.80999755859375,1186.43994140625,3.91,13.45,-0.0010305688221357,0.0035539956404278,-0.0091549795200324,0.0022329745043123,0.0033686614308549,0.02,0.0027307019363052,0,0.008095701390134,0.0095883338678834,1.2808707548273006,1.161439209737032
2010-04-09,13.947491645812988,36.39052200317383,16.139999389648438,84.83000183105469,1194.3699951171875,3.9,13.59,-0.0020639874634267,0.0105857760403782,0.000235843817798,0.0103551221152043,0.0066616682968316,-0.0100000000000002,0.0109812473610185,0,0.0077943205602314,0.0095300388753939,1.2406605428204829,1.1207162957545314
2010-04-12,14.07717227935791,36.47567367553711,15.579999923706056,84.7699966430664,1196.47998046875,3.87,13.6,0.0092548163648248,0.0023372075441063,-0.0007076083848102,0.0007355645789539,0.0017650508571401,-0.0299999999999998,-0.0008549494163008,0,0.0066635351350837,0.0084500982350148,1.2035931223555467,1.1231293266608364
2010-04-13,14.178032875061035,36.347938537597656,16.200000762939453,84.72000122070312,1197.300048828125,3.84,13.59,0.0071392880392948,-0.0035080728641717,-0.0005899513179947,-0.0007355645789539,0.0006851660398368,-0.0300000000000002,-0.0010363904392544,0,0.0063922368555395,0.0088095943787178,1.1934613294992285,1.081898535357028
2010-04-14,14.35093116760254,36.69464111328125,15.59000015258789,86.1500015258789,1210.6500244140625,3.88,14.11,0.0121210436610916,0.0094932347985711,0.0167382649839956,0.0375495377016701,0.0110883630999086,0.04,0.0373555744692441,0,0.0066183931858882,0.0089641156798119,1.17348469227593,1.0461990813608815
2010-04-15,14.458998680114746,36.68856048583984,15.890000343322754,87.16999816894531,1211.6700439453125,3.86,14.04,0.0075021369325176,-0.000165722599255,0.0117702333321006,-0.0049733672670575,0.0008421839911768,-0.02,-0.0051706605965484,0,0.006549840416955,0.0078318114988365,1.1844751005487544,1.046826399053306
2010-04-16,14.055560111999512,36.06815719604492,18.36000061035156,85.98999786376953,1192.1300048828125,3.79,14.31,-0.0282989117561192,-0.0170545991352414,-0.0136292284378971,0.0190481949706946,-0.016257982418547,-0.0699999999999998,0.0193512626071327,0,0.0125341870601167,0.0100883741665534,1.1667557640058295,1.0079966604837571
2010-04-19,13.76738739013672,36.1168212890625,17.34000015258789,84.2300033569336,1197.52001953125,3.83,14.47,-0.0207154922822287,0.0013483165448349,-0.0206797933983853,0.0111189470750328,0.0045111407395297,0.04,0.0122872368907658,0,0.0144842987240525,0.0083213717715446,1.3639831504490745,1.0978967540485498
2010-04-20,13.925880432128906,36.822357177734375,15.729999542236328,84.80000305175781,1207.1700439453125,3.82,14.63,0.0114464478154694,0.01934647220827,0.0067443866039251,0.0109966743886404,0.0080260457370713,-0.0100000000000002,0.0087350250608166,0,0.0149114386742637,0.0103980473653825,1.4316392869365624,1.056695841196815
2010-04-21,13.709754943847656,36.78586959838867,16.31999969482422,85.69999694824219,1205.93994140625,3.77,14.57,-0.015641391387428,-0.0009913995739968,0.0105572112083906,-0.0041095948249194,-0.0010195164357019,-0.0499999999999998,-0.0027688113745567,0,0.0145664170938198,0.0096512949654708,1.4169603482567337,1.1709758229541234
2010-04-22,13.709754943847656,36.87710189819336,16.469999313354492,85.66999816894531,1208.6700439453125,3.8,14.57,0.0,0.0024770205327984,-0.0003501053913526,0.0,0.0022613206430901,0.0299999999999998,-0.0011629081713544,0,0.0145779042642619,0.0096441650897685,1.4322930645392213,1.125001506310729
2010-04-23,13.83942699432373,37.76512145996094,16.6200008392334,87.25,1217.280029296875,3.84,14.85,0.0094139280371978,0.023795150300204,0.0182748764799317,0.0190352450415951,0.0070982676832182,0.04,0.0183367792156083,0,0.0150112152154015,0.0115985351722263,1.3838135099504199,1.0839332471929668
2010-04-26,13.680935859680176,37.63740158081055,17.469999313354492,86.83000183105469,1212.050048828125,3.83,15.49,-0.0115182265383647,-0.0033876850839181,-0.0048253559221713,0.0421947891800686,-0.0043057043550931,-0.0099999999999997,0.041465187948657,0,0.0149055549713535,0.0118130044136735,1.3615399966297894,1.263466241418727
2010-04-27,13.205452919006348,36.48175430297852,22.809999465942383,85.77999877929688,1183.7099609375,3.71,15.15,-0.0353734764350611,-0.0311860253852145,-0.0121663403022572,-0.022194122473399,-0.0236596401787016,-0.1200000000000001,-0.0208813638041159,0,0.0175638584453118,0.0160316844272441,1.352606661094037,1.2159145119856913
2010-04-28,13.090185165405272,36.8527717590332,21.07999992370605,86.16000366210938,1191.3599853515625,3.8,14.88,-0.0087671188311049,0.0101185796525806,0.0044202104936148,-0.0179825025504323,0.0064419583781808,0.0899999999999998,-0.0174099294512332,0,0.0162132806261047,0.0160724042072866,1.6169673687647839,1.4952443659314816
2010-04-29,13.608892440795898,36.89535140991211,18.440000534057617,86.9000015258789,1206.780029296875,3.76,15.25,0.0388607096285593,0.0011547319112837,0.0085519744786439,0.0245614736484748,0.0128601802812895,-0.04,0.0233994693207619,0,0.0218532180555083,0.0160723902514656,1.5768398201781377,1.4620978958531008
2010-04-30,13.255884170532228,36.43917465209961,22.049999237060547,87.44000244140625,1186.68994140625,3.69,15.84,-0.026281892815978,-0.012441142427468,0.0061948219588471,0.0379588833328592,-0.0167878101398662,-0.0699999999999998,0.0344958131796488,0,0.0216333450476121,0.0155688570430777,1.8448122807933058,1.3994145413668897
2010-05-03,13.55125617980957,36.8527717590332,20.190000534057617,88.94000244140625,1202.260009765625,3.72,16.42,0.0220377078294558,0.0112864105161843,0.0170091407433723,0.0359617176380025,0.0130352574532621,0.0300000000000002,0.0381152260298501,0,0.0225748792792067,0.0159054532662316,1.9110738210488154,1.3907743853636072
2010-05-04,12.88846206665039,35.8674430847168,23.84000015258789,88.94000244140625,1173.5999755859375,3.63,15.82,-0.0501467523223878,-0.027100826979455,0.0,-0.0372251416847744,-0.0241271999574182,-0.0900000000000003,-0.034267356139261,0,0.0266583492188013,0.0170250557141442,1.931905880855683,1.3739910984521977
2010-05-05,12.362550735473633,35.30178451538086,24.90999984741211,82.61000061035156,1165.8699951171875,3.58,15.88,-0.0416606967812118,-0.0158964906635295,-0.073831266569823,0.0037854934794818,-0.00660834180078,-0.0499999999999998,0.0028459587580916,0,0.028706181247042,0.0175114097952144,2.2956245789771392,1.5464662263663318
2010-05-06,11.865453720092772,34.09748840332031,32.79999923706055,79.83000183105469,1128.1500244140625,3.41,16.07,-0.0410406715554152,-0.0347097877898317,-0.0342313493681317,0.0118937239304315,-0.0328884406439636,-0.1699999999999999,0.0097534856869824,0,0.029969042429073,0.0197594436082319,2.473190375469069,1.5535645914177674
2010-05-07,11.57007884979248,33.446685791015625,40.95000076293945,78.2699966430664,1110.8800048828125,3.45,15.42,-0.0252087731633625,-0.019271025541089,-0.0197350516670337,-0.0412888116142377,-0.0154266461809074,0.04,-0.0444881671775668,0,0.0288864545904374,0.0165281580007086,2.618322443049929,1.8135979570639298
2010-05-10,12.405776977539062,34.87602233886719,28.84000015258789,80.12000274658203,1159.72998046875,3.57,15.14,0.0697398932022241,0.041846851913763,0.0233612001508728,-0.0183251201258806,0.0430347041456154,0.1199999999999996,-0.0167171753331874,0,0.0401264570374955,0.0237867418903765,2.6030419871372614,1.8251038664229413
